#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
24500,24.50000000000696,-617794.4533056524,84234.3125,-533560.1408056524,298.20475193253384,319.45104000000003,1.1101298760782514,40.7
25000,25.00000000000757,-616365.0377783086,83965.546875,-532399.4909033086,297.25327284815097,319.45104000000003,1.1101298760782514,41.2
25500,25.500000000008182,-616940.6198095586,84159.0234375,-532781.5963720586,297.938214988862,319.45104000000003,1.1101298760782514,39.8
26000,26.000000000008793,-617054.3717626836,83906.2421875,-533148.1295751836,297.0433234926033,319.45104000000003,1.1101298760782514,40.2
26500,26.500000000009404,-617262.1339697149,84700.0625,-532562.0714697149,299.8535914504272,319.45104000000003,1.1101298760782514,40.7
27000,27.000000000010015,-616859.7938818242,84498.953125,-532360.8407568242,299.14162776836844,319.45104000000003,1.1101298760782514,41.1
27500,27.500000000010626,-616541.1495947149,84493.7734375,-532047.3761572149,299.12329073468015,319.45104000000003,1.1101298760782514,41.6
28000,28.000000000011237,-616605.3414892461,84534.640625,-532070.7008642461,299.2679679944443,319.45104000000003,1.1101298760782514,42
28500,28.50000000001185,-616188.7052587774,84819.3125,-531369.3927587774,300.2757580902742,319.45104000000003,1.1101298760782514,42.4
29000,29.00000000001246,-616017.5426611211,83822.65625,-532194.8864111211,296.74741410582897,319.45104000000003,1.1101298760782514,42.8
29500,29.50000000001307,-615715.6163915899,84159.1484375,-531556.4679540899,297.93865751154533,319.45104000000003,1.1101298760782514,43.3
30000,30.00000000001368,-617099.6495947149,84300.296875,-532799.3527197149,298.4383485939691,319.45104000000003,1.1101298760782514,43.7
30500,30.500000000014293,-616903.6901220586,84305.15625,-532598.5338720586,298.45555166328154,319.45104000000003,1.1101298760782514,44.1
31000,31.000000000014904,-617087.7477392461,85045.109375,-532042.6383642461,301.0751200022803,319.45104000000003,1.1101298760782514,44.4
31500,31.500000000015515,-616555.3153661992,84394.6328125,-532160.6825536992,298.7723149315054,319.45104000000003,1.1101298760782514,44.8
32000,32.00000000001612,-617504.0426611211,84190.703125,-533313.3395361211,298.05036683140526,319.45104000000003,1.1101298760782514,45.2
32500,32.50000000001496,-616922.4386572149,83527.09375,-533395.3449072149,295.7010692212184,319.45104000000003,1.1101298760782514,45.6
33000,33.00000000001379,-618045.8976415899,83998.28125,-534047.6163915899,297.36915847583435,319.45104000000003,1.1101298760782514,46
33500,33.500000000012626,-618777.3229345586,84329.796875,-534447.5260595586,298.5427839472227,319.45104000000003,1.1101298760782514,46.3
34000,34.00000000001146,-617809.6119970586,84293.15625,-533516.4557470586,298.41306948568683,319.45104000000003,1.1101298760782514,46.7
34500,34.500000000010296,-617068.0807470586,84614.25,-532453.8307470586,299.5497996283569,319.45104000000003,1.1101298760782514,47
35000,35.00000000000913,-616986.3200048711,83861.734375,-533124.5856298711,296.88575775968866,319.45104000000003,1.1101298760782514,47.4
35500,35.500000000007965,-618107.8947119024,85224.71875,-532883.1759619024,301.7109697828152,319.45104000000003,1.1101298760782514,47.7
36000,36.0000000000068,-617019.4850439336,83346.453125,-533673.0319189336,295.06156862854647,319.45104000000003,1.1101298760782514,45.9
36500,36.500000000005635,-617594.7457861211,83459.75,-534134.9957861211,295.46266012560244,319.45104000000003,1.1101298760782514,46.2
37000,37.00000000000447,-618284.8961767461,83916.25,-534368.6461767461,297.07875296493324,319.45104000000003,1.1101298760782514,46.5
37500,37.500000000003304,-618047.8092626836,84109.453125,-533938.3561376836,297.76272708727464,319.45104000000003,1.1101298760782514,46.9
38000,38.00000000000214,-618322.4318212774,83955.140625,-534367.2911962774,297.21643283476806,319.45104000000003,1.1101298760782514,47.2
38500,38.50000000000097,-617488.7946142461,84186.734375,-533302.0602392461,298.0363167362112,319.45104000000003,1.1101298760782514,47.5
39000,38.99999999999981,-618396.4782079961,83963.359375,-534433.1188329961,297.24552870119356,319.45104000000003,1.1101298760782514,47.8
39500,39.49999999999864,-617782.3973974492,83818.53125,-533963.8661474492,296.73281085728075,319.45104000000003,1.1101298760782514,48.1
40000,39.99999999999748,-618150.3292822149,84462.609375,-533687.7199072149,299.0129642982055,319.45104000000003,1.1101298760782514,48.4
40500,40.49999999999631,-617739.0324072149,84166.03125,-533573.0011572149,297.96302391679325,319.45104000000003,1.1101298760782514,44.8
41000,40.99999999999515,-617297.3839697149,83930.3515625,-533367.0324072149,297.12867505514055,319.45104000000003,1.1101298760782514,45.1
41500,41.49999999999398,-616938.8473486211,83926.78125,-533012.0660986211,297.11603550099943,319.45104000000003,1.1101298760782514,45.4
42000,41.999999999992816,-617634.5006689336,83550.453125,-534084.0475439336,295.78376564765597,319.45104000000003,1.1101298760782514,45.7
42500,42.49999999999165,-617740.5602392461,84791.078125,-532949.4821142461,300.17580327918887,319.45104000000003,1.1101298760782514,46
43000,42.999999999990486,-616825.1373876836,84997.765625,-531827.3717626836,300.9075145359888,319.45104000000003,1.1101298760782514,46.3
43500,43.49999999998932,-616702.6613134649,84129.0234375,-532573.6378759649,297.83200954487535,319.45104000000003,1.1101298760782514,45.3
44000,43.999999999988155,-617160.9371923711,84579.765625,-532581.1715673711,299.4277186831076,319.45104000000003,1.1101298760782514,45.6
44500,44.49999999998699,-617237.5253271367,84326.4921875,-532911.0331396367,298.53108475378355,319.45104000000003,1.1101298760782514,45.8
45000,44.999999999985825,-616153.0494970586,84001.3984375,-532151.6510595586,297.3801938852486,319.45104000000003,1.1101298760782514,46.1
45500,45.49999999998466,-616595.2618994024,83843.0546875,-532752.2072119024,296.81962827620634,319.45104000000003,1.1101298760782514,46.4
46000,45.999999999983494,-617443.2123388555,84445.828125,-532997.3842138555,298.9535556279754,319.45104000000003,1.1101298760782514,46.6
46500,46.49999999998233,-617217.6925634649,84171.921875,-533045.7706884649,297.98387779824276,319.45104000000003,1.1101298760782514,46.9
47000,46.99999999998116,-617740.8141454961,84922.65625,-532818.1578954961,300.6416137186742,319.45104000000003,1.1101298760782514,44.9
47500,47.49999999998,-617001.7218603399,83712.7890625,-533288.9327978399,296.3584643248954,319.45104000000003,1.1101298760782514,45.2
48000,47.99999999997883,-617043.773862293,83224.453125,-533819.320737293,294.62966648966733,319.45104000000003,1.1101298760782514,45.4
48500,48.49999999997767,-617317.4210790899,84009.625,-533307.7960790899,297.40931740934184,319.45104000000003,1.1101298760782514,45.7
49000,48.9999999999765,-616777.3944677617,84325.546875,-532451.8475927617,298.52773817599126,319.45104000000003,1.1101298760782514,45.9
49500,49.49999999997534,-615975.5079931524,83871.328125,-532104.1798681524,296.9197213756303,319.45104000000003,1.1101298760782514,46.2
50000,49.99999999997417,-616344.2257665899,84750.9375,-531593.2882665899,300.0336981825212,319.45104000000003,1.1101298760782514,46.4
